mesh.1 / diaginal lines / stable after 250
  1   1
  1   7
  1  13
  1  19
  1  25
  1  31
  1  37
  1  43
  1  49
  2   2
  2   6
  2   8
  2  12
  2  14
  2  18
  2  20
  2  24
  2  26
  2  30
  2  32
  2  36
  2  38
  2  42
  2  44
  2  48
  3   3
  3   5
  3   9
  3  11
  3  15
  3  17
  3  21
  3  23
  3  27
  3  29
  3  33
  3  35
  3  39
  3  41
  3  45
  3  47
  4   4
  4  10
  4  16
  4  22
  4  28
  4  34
  4  40
  4  46
  5   3
  5   5
  5   9
  5  11
  5  15
  5  17
  5  21
  5  23
  5  27
  5  29
  5  33
  5  35
  5  39
  5  41
  5  45
  5  47
  6   2
  6   6
  6   8
  6  12
  6  14
  6  18
  6  20
  6  24
  6  26
  6  30
  6  32
  6  36
  6  38
  6  42
  6  44
  6  48
  7   1
  7   7
  7  13
  7  19
  7  25
  7  31
  7  37
  7  43
  7  49
  8   2
  8   6
  8   8
  8  12
  8  14
  8  18
  8  20
  8  24
  8  26
  8  30
  8  32
  8  36
  8  38
  8  42
  8  44
  8  48
  9   3
  9   5
  9   9
  9  11
  9  15
  9  17
  9  21
  9  23
  9  27
  9  29
  9  33
  9  35
  9  39
  9  41
  9  45
  9  47
 10   4
 10  10
 10  16
 10  22
 10  28
 10  34
 10  40
 10  46
 11   3
 11   5
 11   9
 11  11
 11  15
 11  17
 11  21
 11  23
 11  27
 11  29
 11  33
 11  35
 11  39
 11  41
 11  45
 11  47
 12   2
 12   6
 12   8
 12  12
 12  14
 12  18
 12  20
 12  24
 12  26
 12  30
 12  32
 12  36
 12  38
 12  42
 12  44
 12  48
 13   1
 13   7
 13  13
 13  19
 13  25
 13  31
 13  37
 13  43
 13  49
 14   2
 14   6
 14   8
 14  12
 14  14
 14  18
 14  20
 14  24
 14  26
 14  30
 14  32
 14  36
 14  38
 14  42
 14  44
 14  48
 15   3
 15   5
 15   9
 15  11
 15  15
 15  17
 15  21
 15  23
 15  27
 15  29
 15  33
 15  35
 15  39
 15  41
 15  45
 15  47
 16   4
 16  10
 16  16
 16  22
 16  28
 16  34
 16  40
 16  46
 17   3
 17   5
 17   9
 17  11
 17  15
 17  17
 17  21
 17  23
 17  27
 17  29
 17  33
 17  35
 17  39
 17  41
 17  45
 17  47
 18   2
 18   6
 18   8
 18  12
 18  14
 18  18
 18  20
 18  24
 18  26
 18  30
 18  32
 18  36
 18  38
 18  42
 18  44
 18  48
 19   1
 19   7
 19  13
 19  19
 19  25
 19  31
 19  37
 19  43
 19  49
 20   2
 20   6
 20   8
 20  12
 20  14
 20  18
 20  20
 20  24
 20  26
 20  30
 20  32
 20  36
 20  38
 20  42
 20  44
 20  48
 21   3
 21   5
 21   9
 21  11
 21  15
 21  17
 21  21
 21  23
 21  27
 21  29
 21  33
 21  35
 21  39
 21  41
 21  45
 21  47
 22   4
 22  10
 22  16
 22  22
 22  28
 22  34
 22  40
 22  46
